short_window,long_window,ml_weight,max_depth,min_samples_split,n_estimators,sharpe_ratio,total_return,max_drawdown,train_accuracy,val_accuracy,test_accuracy,importance_OBV,importance_MA_Ratio_50,importance_Volatility,importance_BB_Width,importance_ADX,importance_MACD,importance_MA_Ratio_20,importance_Force_Index,importance_RSI,importance_BB_Position
5,20,0.3,3,5,200,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.908284023668639,0.8690476190476191,0.8815426997245179,0.006805455290196892,0.05895324789118103,0.0032302488748807132,0.005202189765499216,0.01104741896604373,0.048741927057033466,0.2660822443207731,0.05518844084648142,0.3388553467682403,0.20589348021967013
5,20,0.3,3,10,50,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9068047337278107,0.8690476190476191,0.8732782369146006,0.008548471659628583,0.064510840591507,0.002101612040544024,0.006603523777992057,0.01879725184994001,0.04424711270142636,0.29490131476002335,0.1000194588498705,0.29531915537248277,0.16495125839658534
5,20,0.3,3,10,100,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9038461538461539,0.8690476190476191,0.8815426997245179,0.007570318729882709,0.058845490287874315,0.0024188339469304486,0.006914480155279369,0.013303618106281603,0.04366735092983326,0.30337112147210615,0.08564672888154146,0.2644919373718075,0.21377012011846314
5,20,0.3,3,10,200,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.908284023668639,0.8690476190476191,0.8815426997245179,0.006752530322813779,0.05874243845828891,0.003066091135007715,0.005404451523565421,0.011311030243710775,0.04880471080609927,0.2648020958800907,0.05532138516702027,0.33776287737017674,0.20803238909322644
5,20,0.3,5,2,50,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9467455621301775,0.8869047619047619,0.8898071625344353,0.01687248627300433,0.06466288606121351,0.012620113843887882,0.01632303168832736,0.025307200508901933,0.05641227924551131,0.2634067715596095,0.09831478903464469,0.30333686343130417,0.14274357835359522
5,20,0.3,5,2,100,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9423076923076923,0.8809523809523809,0.8925619834710744,0.01748730310172477,0.059258989702440805,0.012738794291280373,0.01593944143214755,0.020782333609694822,0.049732503120744294,0.27342837811653076,0.08662641726927639,0.2692938310989691,0.19471200825719112
5,20,0.3,5,2,200,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9452662721893491,0.8809523809523809,0.8870523415977961,0.015585279537793217,0.059367687621834295,0.01309386983129441,0.014129707684061755,0.01953834919202322,0.054193322554667946,0.23918326685288926,0.05918906479240552,0.33603881631176896,0.18968063562126136
5,20,0.3,5,5,50,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9467455621301775,0.8869047619047619,0.8898071625344353,0.01687248627300433,0.06466288606121351,0.012620113843887882,0.01632303168832736,0.025307200508901933,0.05641227924551131,0.2634067715596095,0.09831478903464469,0.30333686343130417,0.14274357835359522
5,20,0.3,5,5,100,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9423076923076923,0.8809523809523809,0.8925619834710744,0.01748730310172477,0.059258989702440805,0.012738794291280373,0.01593944143214755,0.020782333609694822,0.049732503120744294,0.27342837811653076,0.08662641726927639,0.2692938310989691,0.19471200825719112
5,20,0.3,5,5,200,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9452662721893491,0.8809523809523809,0.8870523415977961,0.015585279537793217,0.059367687621834295,0.01309386983129441,0.014129707684061755,0.01953834919202322,0.054193322554667946,0.23918326685288926,0.05918906479240552,0.33603881631176896,0.18968063562126136
5,20,0.3,5,10,50,0.6199693130097986,1.0046485644263585,-0.46157667863337803,0.9497041420118343,0.8809523809523809,0.8815426997245179,0.016954939882582076,0.07315845769144409,0.009841906583612354,0.012907052294465654,0.026258846051038075,0.06084801505203531,0.2597651652683123,0.09480986170513576,0.30346603400599426,0.14198972146538022
